Unit weight [kN/m3],Undrained Shear Strength [kPa],Saturated permeability [m/s],Soil Type [-],Slope angle [°],Slope length [m],Total length [m],Slope height [m],Total height Upstream [m],Total height Downstream [m],Soil depth upstream [m],Soil depth downstream [m],Bedrock depth upstream [m],Bedrock depth downstream [m],Initial piezometric surface depth - upstream [m],Initial piezometric surface depth - downstream [m],Return period of precipitation [years],Accumulated precipitation [mm],Precipitation duration [hrs],Factor of safety [-],Depth of slip surface [m],Final Piezometric surface depth - upstream [m],Final Piezometric surface depth - downstream [m]
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,4.0080000000,42.0000000000,63.0000000000,39.9059892324
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,0.3710000000,42.0000000000,63.0000000000,39.9059892324
18,75,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,1.1120000000,42.0000000000,63.0000000000,39.9059892324
18,125,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,1.8540000000,42.0000000000,63.0000000000,39.9059892324
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,3.3370000000,42.0000000000,63.0000000000,39.9059892324
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,4.0790000000,42.0000000000,63.0000000000,39.9059892324
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,4.0080000000,42.0000000000,63.0000000000,39.9059892324
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,0.3710000000,42.0000000000,63.0000000000,39.9059892324
18,75,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,1.1120000000,42.0000000000,63.0000000000,39.9059892324
18,125,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,1.8540000000,42.0000000000,63.0000000000,39.9059892324
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,3.3370000000,42.0000000000,63.0000000000,39.9059892324
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,4.0790000000,42.0000000000,63.0000000000,39.9059892324
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,4.0080000000,42.0000000000,63.0000000000,39.9059892324
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,0.3710000000,42.0000000000,63.0000000000,39.9059892324
18,75,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,1.1120000000,42.0000000000,63.0000000000,39.9059892324
18,125,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,1.8540000000,42.0000000000,63.0000000000,39.9059892324
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,3.3370000000,42.0000000000,63.0000000000,39.9059892324
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,4.0790000000,42.0000000000,63.0000000000,39.9059892324
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,30.0000000000,315.9000000000,100,4.5050000000,20.0000000000,17.5000000000,11.7264973081
18,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,30.0000000000,315.9000000000,100,2.9320000000,20.0000000000,17.5000000000,11.7264973081
21,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,30.0000000000,315.9000000000,100,2.4960000000,20.0000000000,17.5000000000,11.7264973081
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,30.0000000000,315.9000000000,100,0.4190000000,20.0000000000,17.5000000000,11.7264973081
18,75,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,30.0000000000,315.9000000000,100,1.2570000000,20.0000000000,17.5000000000,11.7264973081
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,30.0000000000,315.9000000000,100,3.7690000000,20.0000000000,17.5000000000,11.7264973081
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,30.0000000000,315.9000000000,100,4.6070000000,20.0000000000,17.5000000000,11.7264973081
18,325,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,30.0000000000,315.9000000000,100,5.4440000000,20.0000000000,17.5000000000,11.7264973081
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,200.0000000000,480.5000000000,100,4.5050000000,20.0000000000,17.5000000000,11.7264973081
18,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,200.0000000000,480.5000000000,100,2.9320000000,20.0000000000,17.5000000000,11.7264973081
21,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,200.0000000000,480.5000000000,100,2.4960000000,20.0000000000,17.5000000000,11.7264973081
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,200.0000000000,480.5000000000,100,0.4190000000,20.0000000000,17.5000000000,11.7264973081
18,75,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,200.0000000000,480.5000000000,100,1.2570000000,20.0000000000,17.5000000000,11.7264973081
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,200.0000000000,480.5000000000,100,3.7690000000,20.0000000000,17.5000000000,11.7264973081
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,200.0000000000,480.5000000000,100,4.6070000000,20.0000000000,17.5000000000,11.7264973081
18,325,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,200.0000000000,480.5000000000,100,5.4440000000,20.0000000000,17.5000000000,11.7264973081
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,500.0000000000,586.0000000000,100,4.5050000000,20.0000000000,17.5000000000,11.7264973081
18,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,500.0000000000,586.0000000000,100,2.9320000000,20.0000000000,17.5000000000,11.7264973081
21,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,500.0000000000,586.0000000000,100,2.4960000000,20.0000000000,17.5000000000,11.7264973081
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,500.0000000000,586.0000000000,100,0.4190000000,20.0000000000,17.5000000000,11.7264973081
18,75,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,500.0000000000,586.0000000000,100,1.2570000000,20.0000000000,17.5000000000,11.7264973081
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,500.0000000000,586.0000000000,100,3.7690000000,20.0000000000,17.5000000000,11.7264973081
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,500.0000000000,586.0000000000,100,4.6070000000,20.0000000000,17.5000000000,11.7264973081
18,325,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,500.0000000000,586.0000000000,100,5.4440000000,20.0000000000,17.5000000000,11.7264973081
15,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,30.0000000000,315.9000000000,100,1.5750000000,83.0000000000,126.0000000000,79.8119784648
18,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,30.0000000000,315.9000000000,100,1.2980000000,83.0000000000,126.0000000000,79.8119784648
21,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,30.0000000000,315.9000000000,100,1.1030000000,83.0000000000,126.0000000000,79.8119784648
24,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,30.0000000000,315.9000000000,100,0.9600000000,83.0000000000,126.0000000000,79.8119784648
18,25,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,30.0000000000,315.9000000000,100,0.1850000000,83.0000000000,126.0000000000,79.8119784648
18,75,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,30.0000000000,315.9000000000,100,0.5570000000,83.0000000000,126.0000000000,79.8119784648
18,125,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,30.0000000000,315.9000000000,100,0.9270000000,83.0000000000,126.0000000000,79.8119784648
18,275,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,30.0000000000,315.9000000000,100,2.0390000000,83.0000000000,126.0000000000,79.8119784648
18,325,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,30.0000000000,315.9000000000,100,2.4100000000,83.0000000000,126.0000000000,79.8119784648
15,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,200.0000000000,480.5000000000,100,1.5750000000,83.0000000000,126.0000000000,79.8119784648
18,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,200.0000000000,480.5000000000,100,1.2980000000,83.0000000000,126.0000000000,79.8119784648
21,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,200.0000000000,480.5000000000,100,1.1030000000,83.0000000000,126.0000000000,79.8119784648
24,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,200.0000000000,480.5000000000,100,0.9600000000,83.0000000000,126.0000000000,79.8119784648
18,25,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,200.0000000000,480.5000000000,100,0.1850000000,83.0000000000,126.0000000000,79.8119784648
18,75,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,200.0000000000,480.5000000000,100,0.5570000000,83.0000000000,126.0000000000,79.8119784648
18,125,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,200.0000000000,480.5000000000,100,0.9270000000,83.0000000000,126.0000000000,79.8119784648
18,275,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,200.0000000000,480.5000000000,100,2.0390000000,83.0000000000,126.0000000000,79.8119784648
18,325,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,200.0000000000,480.5000000000,100,2.4100000000,83.0000000000,126.0000000000,79.8119784648
15,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,500.0000000000,586.0000000000,100,1.5750000000,83.0000000000,126.0000000000,79.8119784648
18,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,500.0000000000,586.0000000000,100,1.2980000000,83.0000000000,126.0000000000,79.8119784648
21,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,500.0000000000,586.0000000000,100,1.1030000000,83.0000000000,126.0000000000,79.8119784648
24,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,500.0000000000,586.0000000000,100,0.9600000000,83.0000000000,126.0000000000,79.8119784648
18,25,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,500.0000000000,586.0000000000,100,0.1850000000,83.0000000000,126.0000000000,79.8119784648
18,75,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,500.0000000000,586.0000000000,100,0.5570000000,83.0000000000,126.0000000000,79.8119784648
18,125,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,500.0000000000,586.0000000000,100,0.9270000000,83.0000000000,126.0000000000,79.8119784648
18,275,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,500.0000000000,586.0000000000,100,2.0390000000,83.0000000000,126.0000000000,79.8119784648
18,325,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,126.0000000000,79.8119784648,14.0000000000,14.0000000000,126.0000000000,79.8119784648,500.0000000000,586.0000000000,100,2.4100000000,83.0000000000,126.0000000000,79.8119784648
15,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,30.0000000000,315.9000000000,100,1.5750000000,40.0000000000,35.0000000000,23.4529946162
21,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,30.0000000000,315.9000000000,100,1.1030000000,40.0000000000,35.0000000000,23.4529946162
24,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,30.0000000000,315.9000000000,100,0.9600000000,40.0000000000,35.0000000000,23.4529946162
18,25,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,30.0000000000,315.9000000000,100,0.1850000000,40.0000000000,35.0000000000,23.4529946162
18,75,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,30.0000000000,315.9000000000,100,0.5570000000,40.0000000000,35.0000000000,23.4529946162
18,125,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,30.0000000000,315.9000000000,100,0.9270000000,40.0000000000,35.0000000000,23.4529946162
18,225,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,30.0000000000,315.9000000000,100,1.6680000000,40.0000000000,35.0000000000,23.4529946162
18,275,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,30.0000000000,315.9000000000,100,2.0390000000,40.0000000000,35.0000000000,23.4529946162
18,325,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,30.0000000000,315.9000000000,100,2.4100000000,40.0000000000,35.0000000000,23.4529946162
15,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,200.0000000000,480.5000000000,100,1.5750000000,40.0000000000,35.0000000000,23.4529946162
21,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,200.0000000000,480.5000000000,100,1.1030000000,40.0000000000,35.0000000000,23.4529946162
24,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,200.0000000000,480.5000000000,100,0.9600000000,40.0000000000,35.0000000000,23.4529946162
18,25,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,200.0000000000,480.5000000000,100,0.1850000000,40.0000000000,35.0000000000,23.4529946162
18,75,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,200.0000000000,480.5000000000,100,0.5570000000,40.0000000000,35.0000000000,23.4529946162
18,125,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,200.0000000000,480.5000000000,100,0.9270000000,40.0000000000,35.0000000000,23.4529946162
18,225,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,200.0000000000,480.5000000000,100,1.6680000000,40.0000000000,35.0000000000,23.4529946162
18,275,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,200.0000000000,480.5000000000,100,2.0390000000,40.0000000000,35.0000000000,23.4529946162
18,325,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,200.0000000000,480.5000000000,100,2.4100000000,40.0000000000,35.0000000000,23.4529946162
15,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,500.0000000000,586.0000000000,100,1.5750000000,40.0000000000,35.0000000000,23.4529946162
21,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,500.0000000000,586.0000000000,100,1.1030000000,40.0000000000,35.0000000000,23.4529946162
24,175,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,500.0000000000,586.0000000000,100,0.9600000000,40.0000000000,35.0000000000,23.4529946162
18,25,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,500.0000000000,586.0000000000,100,0.1850000000,40.0000000000,35.0000000000,23.4529946162
18,75,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,500.0000000000,586.0000000000,100,0.5570000000,40.0000000000,35.0000000000,23.4529946162
18,125,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,500.0000000000,586.0000000000,100,0.9270000000,40.0000000000,35.0000000000,23.4529946162
18,225,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,500.0000000000,586.0000000000,100,1.6680000000,40.0000000000,35.0000000000,23.4529946162
18,275,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,500.0000000000,586.0000000000,100,2.0390000000,40.0000000000,35.0000000000,23.4529946162
18,325,0.0000000100,3,30,80,400,46.1880215352,140,93.8119784648,35.0000000000,23.4529946162,105.0000000000,70.3589838486,35.0000000000,23.4529946162,500.0000000000,586.0000000000,100,2.4100000000,40.0000000000,35.0000000000,23.4529946162
18,175,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,30.0000000000,315.9000000000,100,3.6290000000,21.0000000000,45.0000000000,28.2180073765
21,175,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,30.0000000000,315.9000000000,100,3.0860000000,21.0000000000,45.0000000000,28.2180073765
24,175,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,30.0000000000,315.9000000000,100,2.6840000000,21.0000000000,45.0000000000,28.2180073765
18,25,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,30.0000000000,315.9000000000,100,0.5180000000,21.0000000000,45.0000000000,28.2180073765
18,125,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,30.0000000000,315.9000000000,100,2.5920000000,21.0000000000,45.0000000000,28.2180073765
18,225,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,30.0000000000,315.9000000000,100,4.6650000000,21.0000000000,45.0000000000,28.2180073765
18,275,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,30.0000000000,315.9000000000,100,5.7020000000,21.0000000000,45.0000000000,28.2180073765
18,325,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,30.0000000000,315.9000000000,100,6.7390000000,21.0000000000,45.0000000000,28.2180073765
18,175,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,200.0000000000,480.5000000000,100,3.6290000000,21.0000000000,45.0000000000,28.2180073765
21,175,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,200.0000000000,480.5000000000,100,3.0860000000,21.0000000000,45.0000000000,28.2180073765
24,175,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,200.0000000000,480.5000000000,100,2.6840000000,21.0000000000,45.0000000000,28.2180073765
18,25,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,200.0000000000,480.5000000000,100,0.5180000000,21.0000000000,45.0000000000,28.2180073765
18,125,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,200.0000000000,480.5000000000,100,2.5920000000,21.0000000000,45.0000000000,28.2180073765
18,225,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,200.0000000000,480.5000000000,100,4.6650000000,21.0000000000,45.0000000000,28.2180073765
18,275,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,200.0000000000,480.5000000000,100,5.7020000000,21.0000000000,45.0000000000,28.2180073765
18,325,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,200.0000000000,480.5000000000,100,6.7390000000,21.0000000000,45.0000000000,28.2180073765
18,175,0.0000000100,3,40,20,100,16.7819926235,50,33.2180073765,45.0000000000,28.2180073765,5.0000000000,5.0000000000,45.0000000000,28.2180073765,500.0000000000,586.0000000000,100,3.6290000000,21.0000000000,45.0000000000,28.2180073765
